"Сама мелковата, А хвост богатый. С ветки на ветку Скок-поскок, Орешек за орешком Щелк - пощелк",Белка
"Маленькие зверьки, Острые зубки, Серенькие шубки, Черненькие глазки, Длинные хвосты.",Мышки
"У реки растет камыш, В камыше живет малыш. Он с зеленой кожицей И с зеленой рожицей.",Лягушонок
"Из щели глядится, Вылезти боится.",Мышка
"Летом сер, зимою бел – Чтоб никто его не съел.",Заяц
"Вы узнайте-ка меня – Я летаю, но не птица. А в селе моя родня Корки ест под половицей.",Летучая мышь
"Чутко спит большая кошка, Уши в кисточках-сережках. Ей не скажешь слово «Брысь!» Потому что это ...",Рысь
"Затрубил побудку он - Разбежались звери вон! Как же им не разбежаться? Он силен, его боятся.",Слон
"Он громаден и силен, Не страшит его питон, Не стыдится царь зверей От него сбежать скорей!",Слон
"Полюбуйтесь поскорей! Перед вами - царь зверей, Всколыхнулась чудо-грива, Шелковиста и красива.",Лев
"В зоопарке я найду Зверя этого в пруду. Если выйдет он на сушу, Станет очень неуклюжим.",Бегемот
"Гнездо своё он в поле вьёт, Где тянутся растения. Его и песни и полёт Вошли в стихотворения!",Жаворонок
"Квохчет, квохчет, детей созывает, Всех под крыло собирает.",Курица
"Съем червя, попью водицы, Хлебных крошек поищу, А потом снесу яичко, Ребятишек угощу.",Курица
"Ест, висит на тонких ветках, Часто дети держат в клетках, Глянь-ка, коли разглядишь: Изжелта-зеленый …",Чиж
"По кочанчику ползём, Яблочки чуть-чуть грызём. Мы враги для них и вас. Может, кто узнает нас?",Гусеница
"Черен, да не бык, Шесть ног без копыт, Летит - воет, Сядет - землю роет.",Жук
"Имя взял у кузнеца, А цвет - у огурца.",Кузнечик
"Кто над нами вверх ногами Ходит - не страшится, Упасть не боится, целый день летает, Всем надоедает?",Муха
Я работаю в артели У корней лохматой ели. По буграм тащу бревно - Больше плотника оно.,Муравей
Голубой аэропланчик Сел на белый одуванчик.,Стрекоза
"На потолке, в уголке, Висит сито не руками свито.",Паутина
"В пустом дупле - По сто домов, По сто котлов, В середине - ярмарка.",Пчелиный улей
"Нужно столько мне сапожек, Что порой бросает в жар. В день ненастный, В день погожий - Надеваю двадцать пар.",Сороконожка
"Это что за вертолет Отправляется в полет Над озерами, лугами, Над цветущими полями?",Стрекоза
"Накормишь – живет, напоишь – умрет.",Огонь
"Я мохнатый, я кудлатый, Я зимой над каждой хатой, Над пожаром и заводом, Над костром и пароходом. Но нигде-нигде меня Не бывает без огня.",Дым
"Огромные вилы Пшеницу пленили, Прошли по пшенице, Пшеница в косицах.",Волосы и гребень
"Чей мы громкий хор с рассвета Слышим с речки и с пруда? Кто весной и жарким летом Так старается всегда? Видно, там соревнование - Кто кого перекричит. Это цапля точно знает: На обед туда летит.",Пчёлки
"Вот какой чудесный жук, Не комар он, не паук, И скользит он по воде! Всё обмеряет везде.",Водомерка
"Проживает в водоёме, Задом пятится в проёме, Он усатый и глазастый, Если сваришь - станет красный.",Рак
"У него большие уши, Может, чтобы лучше слушать, Длинный гибкий цепкий нос, Чуть до пяток не дорос, Прыгать - вовсе не умеет! Кто же он? Скажи быстрее!",Слон
"Этот дождик не промочит, Он лишь ласково щекочет. Принесли его не тучки, Чьи-то маленькие ручки.",Дождик для украшения елки
"За коровами глядит, А когда на них сердит, Громко щёлкает кнутом. Так загадочка о ком?",Пастух
"Он отбойным молотком, Как огромным долотом, Уголь крошит под землёй. Отвечайте, кто такой?",Шахтёр
"Пассажиров он встречает Их билеты проверяет, Говорит, куда пройти, Чаем потчует в пути.",Проводник
"Мелом пишет и рисует, И с ошибками воюет, Учит думать, размышлять, Как его, ребята, звать?",Учитель
"Если банк попросим мы, Денег нам он даст взаймы. Ну а в древности, веками, Кто ссужал людей деньгами?",Ростовщик
"Он знает правила игры И всех, кто вдруг их нарушает, Он в виде штрафа до поры Всех на одну скамью сажает.",Спортивный судья
"Отбивали Острый Нос — Наточили Острый Нос, Поработал Острый Нос — Увезли зелёный воз.",Коса
"Круглые, большие, сладкие такие! На дереве висят, пока их не съедят.",Яблоки
"Славна осень листопадом - Листья кружит ветерком. Землю влажную тем златом Покрывает как ковром. Без листвы стоят леса, Стихли птичьи голоса, В спячку мишка завалился - Что за месяц к нам явился?",Октябрь
"Листья жёлтые кружатся, На земь ковриком ложатся. Жёлтых листьев хоровод Осенью случается. Танец этот — каждый год. Как он называется?",Листопад
"В бильярде надо для игры На ножках стол, ещё — шары. А палкой делают удар И прямо в лузу гонят шар. Промазал? Плохо! Очень жалко. А как зовётся эта «палка»?",Кий
"По полю скачет - ушки прячет, Встанет столбом - ушки торчком.",Заяц
"С ветки на ветку, Быстрый, как мяч, Скачет по лесу Рыжий циркач. Вот на лету он Шишку сорвал, Прыгнул на ствол И в дупло убежал.",Белка
Пришла из лесу птичница в рыжей шубке – кур посчитать.,Лиса
"Хозяин лесной, просыпается весной, А зимой, под вьюжный вой, Спит в избушке снеговой.",Медведь
"Позапасливее всех: У меня друзья, щека Вроде сумки для орехов Или, скажем, вещмешка.",Хомяк
"Что за зверь лесной Встал, как столбик, под сосной И стоит среди травы, Уши больше головы?",Заяц
"Не барашек и не кот, Носит шубу круглый год. Шуба серая - для лета, Для зимы - другого цвета.",Заяц
"Не князь по породе, А ходит в короне.",Петух
"На ежа зверёк похож: Весь в иголках, но не ёж.",Дикобраз
"Не слыша волны океанской, Морского простора не зная, В далекой степи африканской Резвится тельняшка морская.",Зебра
"Сер, да не волк, длинноух, да не заяц, с копытами, да не лошадь.",Осел
"Высокий очень этот зверь И не войдёт в квартиры дверь. Его ты в гости не зови, А лучше сам к нему сходи. Он в зоопарке, милый брат, Тебя увидеть всегда рад.",Жираф
В реках Африки живёт Злой зелёный пароход!,Крокодил
"Выпуча глаза, сидит, не по-русски говорит, Родилась в воде, а живет на земле.",Лягушка
"Лошадь - не лошадь, матрос - не матрос, Вроде в тельняшке, копыта и хвост.",Зебра
С ним играть опасно в прятки. Мчит бедняжка без оглядки. След запутал и прилег: Обмануть лисицу смог.,Заяц
"Пятак есть, а ничего не купишь.",Свинья
"Мчатся, мчатся по саванне К водопою утром ранним Полосатые лошадки - Кто быстрее, без оглядки.",Зебры
"Живет в норке, грызет корки. Короткие ножки. Боится кошки.",Мышка
"Когда это бывает? Голубые, синие Небо и ручьи. В синих лужах плещутся Стайкой воробьи. Лес и поле в зелени, Синяя река. Белые, пушистые В небе облака. Золотые, тихие Рощи и сады, Нивы урожайные, Спелые плоды. Лес и поле белые, Белые луга. У осин заснеженных Ветки, как рога.","Весна, Лето, Осень, Зима"
"Лежит, лежит копеечка у нашего колодца. Хорошая копеечка, а в руки не даётся. Подите приведите четырнадцать коней, Подите позовите пятнадцать силачей! Пускай они попробуют копеечку поднять, Чтоб Машенька копеечкой могла бы поиграть! И кони прискакали, и силачи пришли, Но маленькой копеечки не подняли с земли, Не подняли, не подняли и сдвинуть не могли.",Солнечный луч на земле
"Вечером наземь слетает, Ночью на земле пребывает, А утром опять улетает.",Роса
"Побелело за ночь всюду, а у нас в квартире чудо! За окошком двор исчез. Там волшебный вырос лес.",Узор на стекле
"Сверкнет, мигнет, кого-то позовет.",Гром и молния
"Шел, долговяз, в землю увяз.",Дождь
Что за облако-ловушка: Скрылась в нём вся деревушка.,Туман
"Голубой платок, Красный колобок По платку катается, Людям усмехается.",Небо и солнце
"Хозяин спит - овцы на выгоне, Хозяин выглянет - овец не видно, Хозяин спрячется - овцы опять обозначатся.",Солнце и звезды
"На заре выкатывается шар. И никому его не обойти, не объехать.",Солнце
"Я всегда со светом дружен, если солнышко в окне, Я от зеркала, от лужи пробегаю по стене.",Солнечный луч
У дедушки над двором стоит кринка с молоком.,Месяц
"Катится катушечка; Ни зверь, ни пташечка, Ни камень, ни вода - Не отгадаешь никогда.",Луна
"Желтые цыплятки На зеленой веточке Дарят папы - мамочка, А мальчишки - девочкам.",Мимозы
"Стоит он задумчивый, В желтом венце, Темнеют веснушки На круглом лице.",Подсолнух
"Мне кажется, что я очень красивый, На толстой ноге я стою. Но вот грибничок и очень счастливый, Возьмёт меня в тару свою.",Белый Гриб
"Этот гриб играет в прятки, Он в лесу, а не на грядке. Называют: «Царь грибов». Ты узнал? И кто ж, таков?",Рыжик
"Огородная краля В оранжевом платье Притаилась в погребке, Лишь коса на бугорке.",Морковь
Алый сапог в земле горит.,Свёкла
"Растём рядками мы на поле, Но сами под землёй, конечно. Цветём красиво мы на воле. Вторым мы хлебом будем вечно.",Картошка
"Растолстел совсем наш дед, В сто шубеек он одет. На дворе сентябрь идёт, А дедок морозов ждёт, Чтобы с грядки мог уйти И в другой приют прийти. Бочку, банку и стеллаж Приглядел дедуля наш.",Кочан капусты
"Дружные братья Решили подраться: Кулаки в кулаки - Белы да крепки, То лбами сшибаются, То улыбаются.",Зубы
"Нежная равнина, Мягкая перина, А посмотришь ласково - Зальётся красной краскою.",Щека
"Косолапый зверёк, Спинка высока Да живот широк. Всех в объятья принимает - И баюкает, качает.",Кресло-качалка
"Снежная долина От снега заслонила, В каждом доме этот полог Простынёй висит над полом.",Потолок
"Я пушистый, мягкий, круглый, Есть и хвост, но я не кот, Часто прыгаю упруго, Покачусь и под комод.",Клубок ниток
Любая хвойная игла Для швеи была б нужна. Но не хватает ей чего-то Для ответственной работы.,Ушко иглы
"Я его под мышкой спрятал. Приголубил. Обогрел. А потом он мне, ребята, Вдруг сказал: - ты заболел!",Градусник
"Новая посуда, А вся-в дырках.",Дуршлаг
Какие 2 ноты обозначают съедобный продукт?,Фа-соль
"Его держу за поводок, Хотя он вовсе не щенок. А он сорвался с поводка И улетел под облака.",Воздушный Шар
Белый тулупчик Сшит без единого рубчика.,Яйцо
"День-деньской За кругом круг Мчится вдаль Усатый жук. Он не ловит червяков И не ест осоки. Прямо с неба, с проводов, Пьет электротоки. Если ж не кормить его Чудо-проводам и, Он не будет нас возить, Шевеля усами.",Троллейбус
Паровоз Без колес! Вот так чудо-паровоз! Не с ума ли он сошел? Прямо по морю пошел!,Пароход
"Железная птичка Снесла яичко, Яичко из гнезда Не взять без труда. Тяжело яйцо, В яйце - кольцо; За кольцо возьмешь - Яйцо унесешь.",Гиря
"Он не щиплет травку в поле - Такова его уж доля. Он не блеет, не шумит, Где поставят - там стоит. Бородою не трясет, Некогда не устает. Никто его не двигает - Через него лишь прыгают.",Спортивный Снаряд — Козел
"Прямо на дороге Конь расставил ноги, Без головы и хвоста, Как вкопанный, встал. Конь стоит на месте Со всадником вместе.",Снаряд — конь
"Нагнут меня ребятки, И дождь пойдет на грядки.",Лейка
У них тяжелый труд - Все время что-то жмут.,Тиски
"Он в дороге пригодился, С ним нигде не заблудился.",Рюкзак
"Логотип «Рено» - фигура ромб, С буквой «Тэ» - смертельный … .",Тромб
"КАРА заговорила БАСОМ, Себя представив … .",Карабасом
"Стоит чудесная скамья, На ней уселись ты да я. Скамья ведет обоих нас Из года в год, Из класса в класс.",Стол-парта
"Эта буква вместе с «Я» Нотою бывает, И ее мои друзья Часто напевают.",Л
"Узнаешь сразу ты её, с двумя глазами буква …",Ё
"Эта буква солнце застит - День погожий нам ненастит, Звонко каблучком стучит, А рассердится - рычит.","Т: Туча, Туфелька, Тигр"
Что посреди Волги находится?,Буква Л
"У броненосца две передние ноги, Две задние, да еще две левые И две правые. Сколько всего ног?",Четыре
"Удивительный вагон! Посудите сами: Рельсы в воздухе, а он Держит их руками.",Троллейбус
"Каждое его творенье - Просто сказка, объеденье, Мысли, творчества полет. Тот, кто пробовал, поймет.",Повар
"Мама может ставить банки, Мазать ссадины и ранки. Мама делает уколы Всем ребятам нашей школы. Мама лаской, добрым словом Помогает стать здоровым!",Медсестра
Для хозяек с давних пор Он - особенный прибор. Почему на кухне скрежет? Это он морковку режет.,Нож
"Если хорошо заточен, Все легко он режет очень – Хлеб, картошку, свеклу, мясо, Рыбу, яблоки и масло.",Нож
"Необычна цифра эта, Круглолица, так и знай. И на букву З похожа, Что за цифра? Отгадай!",три
Двенадцать братьев Разно называются И разными делами занимаются.,Месяцы года
"Растёт дуб, у него двенадцать суков, Пятьдесят две ветки, на каждой по семь листьев.",Год
"Свисает с крыши длинный гвоздь – Холодный, крепкий, словно кость, Но если солнце припечёт, Он весь слезами истечёт",сосулька
"Островок я вижу странный, Он не с пальмой, а с цветком, Окружён не океаном, А подтаявшим снежком.",Проталина
Когда возвращается В рощу кукушка И гром - барабанщик Гремит над опушкой?,Весной
"Мои цветы — оранжевое пламя, А листья — как зеленые медали. В названии — восточная страна. Ну что, ребята, вы меня узнали?",Настурция
"Из луковки вырос, Но в пищу негож. На яркий стаканчик Цветок тот похож.",Тюльпан
"Есть у весеннего цветка Приметы, чтоб не ошибиться: Листик — как у чеснока, А корона — как у принца!",Нарцисс
"Очень просто узнать меня: По названью я тиграм родня. Рыжий в крапинку мой цветок Среди зелени, как огонек!",Тигровая лилия
"В воде мы живем, Без воды пропадем.",Рыбы
"Невидимкой, осторожно Он является ко мне, И рисует, как художник, Он узоры на окне.",Мороз
"Без рук, без ног, Под окном стучится, В дом просится.",Ветер
"Летит тархан по всем торгам, без пол кафтан, без пуговиц.",Ветер
"Живет без тела, говорит без языка.",Ветер
"Весь век идет Еремушка: Ни сна ему, нидремушки. Он шагом точный счет ведет, А все же с места не сойдет.",Часы
"Снег мешками валит с неба, С дом стоят сугробы снега. То бураны и метели На деревню налетели. По ночам мороз силен, Днем капели слышен звон. День прибавился заметно, Ну, так что за месяц это?",Февраль
"Махнула птица крылом, Закрыла весь свет одним пером.",Ночь
"Раскинулся золотой мост На семь сел, на семь верст.",Радуга
"Над тобой, надо мной Пролетел мешок с водой, Наскочил на дальний лес, Прохудился и исчез.",Туча
"Встанет, до небу достанет.",Радуга
"У них овальные бока, Продолговатые слегка. Они бывают из лосьона, Из пива, чая, из бульона, Из меда, спирта, керосина, Сиропа, молока, бензина, Из сока яблок и айвы… Но чаще - из простой воды.",Капли
"Тонок, Долог, Голенаст, Прыгать горазд, А в траве - не видать.",Дождь
В голубой станице - Девица круглолица. Ночью ей не спится: В зеркало глядится.,Луна
"Днем бледнеет, а ночью яснеет.",Месяц
"Проложу неземную дорожку, Насыплю горошку, Положу хлеба краюшку.","Небо, звезды и месяц"
"Стоит Алёнка: платок зелёный, Тонкий стан, и белый сарафан.",Береза
"Что не сеяно, а родится?",Трава
"Я, поганка не простая, - Очень ядовитая. Да, представьте, я такая, Тайной вся покрытая!",Бледная Поганка
"Как растут они красиво И в теплице, и во вне. Своими сочными плодами Дарят праздник всей семье.",Помидоры
"Вот гора, а у горы - Две глубокие норы. В этих норах воздух бродит: То заходит, то выходит.",Нос
"Толстый матрац На кровати лежит, А кровать - в доме, Кто на матрац приляжет - Тому он кости перемоет.",Язык
"Стоят два брата, Кафтаны из бархата, Красные наряды, Живут рядом, То сойдутся, То разойдутся, Жарко обнимутся - Крепко подерутся.",Губы
"Стоит дом высок, Дыряв потолок, Две комнаты в доме, Стены плетённые, Кто в дом войдёт, Тот в нём уйдёт.",Колготки
"Себя он раскрывает, тебя он закрывает, Только дождичек пройдет - сделает наоборот.",Зонт
"Свернешь - клин, Развернешь - блин.",Зонт
"Печём блины, картошку жарим, Омлет готовим мы на ней. На ней нельзя и мы не парим Настой из трав и отрубей.",Сковорода
Какие три числа при сложении и при умножении дают один и тот же результат?,"1 + 2 + 3 = 6, 1 * 2 * 3 = 6"
"Одноногий Ивашка - Расписная рубашка! Петь, плясать - мастак, А стоять никак.",Волчок
"Когда апрель берет свое И ручейки бегут, звеня, Я прыгаю через нее, Она - через меня.",Скакалка
"Что за птица? Ходит, а не летает, Зерна собирает.",Курица
"Что это за мать, Что своих детей не выводит?",Кукушка
"Краса-девица Петь мастерица. Живет на болоте В зеленом капоте, Глаза - как плошки: Берегитесь, мошки!",Лягушка
"Прямо с ходу Лезут в воду, Шеи длинные, Но не лебединые.",Гуси
"Не царь, а в короне, Не всадник, а со шпорами, Не сторож, а при опасности кричит.",Петух
"Натужится, напружинится, Как начнет лопотать - По-чудному болтать.",Индюк
"Он идёт, волну сечёт, Из трубы зерно течёт.",Комбайн
"Ни дождя, ни града нет, Только в небе рыхлый сдед.",Реактивный Самолет
"Коз, коров зовет, скликает, В свой витой рожок играет.",Пастух
Работник этот хоть куда! Сопровождает поезда.,Железнодорожник
Эстафета нелегка. Жду команду для рывка.,Старт
"Железные блины Соединены, Тонкая палка - Железная скалка, Блины печет, Силой влечет.",Штанга
"Сама дубовая, а пояс - ивовый.",Бочка
"Я любопытный инструмент: узнаю все в один момент: Везде сую свой нос витой, Проткну дыру в стене, Чтобы узнать, а что на той, Обратной стороне!",Сверло
"Есть хитрющий рыжий лис, А с буквой «Пэ» - обманщик … .",Плис
"Весь процесс готовки супа - Это варка, С «эС» и с маской на лице - Это … .",Сварка
"Ретро-мальчик, то есть отрок, С «Р» героем стал, как … .",Ротрок
Подружились «РЫ» и бак - Будет с рыбой сей … .,Рыбак
У моей подружки Анки Появились с «С» вдруг … .,Санки
"У рижан в кармане лат, Словно с «БУ», как сталь … .",Булат
"Есть в Сибири город Омск, Там же с «Тэ» и город … .",Томск
"Покупала самовар, А спасал ее комар.",муха-Цокотуха
"Если сделаю я губки Очень тоненькою трубкой, Звук потом произнесу, То услышу букву …",У
"Нота водится в камине, Ест миндаль и ходит в мини, Может мину заложить И в милиции служить.",Нота Ми
"Приготовит мама суп Малышам из разных групп, Ловко вылепит котлеты И нарежет винегреты. И с такой умелой мамой Я бываю сытый самый!",Повар
"Место есть для перехода, Это знают пешеходы. Нам его разлиновали, Где ходить - всем указали.",Пешеходный переход
"Если я пуста бываю, Про себя не забываю, Но когда несу еду, Мимо рта я не пройду.",Ложка
"Цифра эта так хитра, Ты её переверни, И начнутся чудеса - Цифру шесть увидишь ты!",девять
"Палочка, но с завитком, Как кочерга - такая же на вид. Эта цифра первая во всём, И в счёте впереди других стоит!",один
Этот год живёт всех дольше: И часов и жней в нём больше. Все мы ждём его прихода Ровно раз в четыре года.,Високосный год
"Он и острый, да не нос, И прямой, да не вопрос, И тупой он, да не ножик, - Что еще таким быть может?",Угол
Есть мальчик в доме у меня Трех с половиной лет. Он зажигает без огня Во всей квартире свет. Он щелкнет раз - Светло у нас. Он щелкнет раз - И свет погас.,Электрическая лампочка
"Как назвать, скажите мне - Треск кузнечика в траве?",Стрекот
"Зиму с ней мы провожаем И весну-красну встречаем, Ей блины вкусны пекут, Даму эту как зовут?",Масленица
"Когда у студентов ""хвосты"" отрастают? Из вас об этом кто-нибудь знает? Что за пора, что за сезон, Другим-то хвосты заводить не резон.",Сессия
"Упал боксёр, но встать успел, Пока звонок не прозвенел Как назовём момент мы этот? Я от спортсменов жду ответа.",Нокдаун
"Солдат, что ошибиться не имеет права: На поле мины слева, мины справа. И у служивого одна задача: Очистить все от мин и не иначе.",Сапёр
"В костюме третьим появляется, Под пиджаком всегда скрывается. И назову примету эту - Без рукавов ""стесняшка"" этот.",Жилет
Прыжок парашютиста - это круто! Мне назови одну из лямок парашюта.,Строп
"Сидение гребца - удалого молодца, Оно ездит взад-вперед, Кто его мне назовет?",Слайд
"""Дальнобойщик на повозке да по тракту, Вспомнить надо из истории по факту.",Ямщик
"Хоть детеныш не велик - Весит тонны три язык. Сам он весит тонны пять, Что еще вам подсказать? Больше весит его мать. Он малыш еще пока И на завтрак выпивает по сто литров молока. Вместе с мамой по волнам Бороздит он океан.",Китёныш
"Состряпал кашу он из топора, Пошла еда та просто на ""ура"". Смекалку хитрована оцените, Умельца мне того вы назовите",Солдат
"Просолили треску да подвялили, По- другому зваться заставили.",Лабардан
Имеешь ли ты представление - Бруней по форме правления?,Султанат
Отвечай быстро и сразу: герметичный костюм водолаза? А теперь и это бывает - На космонавта его надевают.,Скафандр
Полпред державы за границей? В его лице все наши лица.,Посол
У гауччо с шарами веревка. Ею он управляется ловко. А вот ты ответишь ли ловко - Называется как та веревка?,Бора
Для матросов не вопрос: Для речного судна трос?,Чалка
Задумайся на минутку - В кино остроумная шутка?,Гэг
Устаревшее название красных самоцветов? В книге прочитай и запомни это.,Лал
"В воде Она живет. Нет клюва, А клюет.",Рыба
"Это хищник, но речной, И имеет рост большой. Любит в омуте он жить, И добычу сторожить.",Сом
Кто зимой в трубе Гудит?,Ветер
"Тройка, тройка прилетела. Скакуны в той тройке белы. А в санях сидит царица - Белокоса, белолица. Как махнула рукавом - Все покрылось серебром.",Зимние месяцы
Худеет с каждым днем толстяк. И не поправится никак.,Календарь
"Летит птица без крыла, Бьет охотник без ружья, Повар жарит без огня, Баран ест безо рта.","Туча, гром, солнце, земля"
"В белом бархате деревня - и заборы, и деревья. А как ветер нападет, этот бархат опадет.",Туман
Что в коробочку не запрешь?,Луч солнца
Из окна в окно - золотое веретено.,Луч солнца
Что видно только ночью?,Звезды
"Когда я круглая и полная, Я всем свечу, я всех люблю. А на речке и на море дорожку серебрю.",Луна
"Когда все деревни и города спят, он один не спит.",Месяц
"Написана грамотка по синему бархату, и не прочитать этой грамотки не попам, ни дьякм, ни умным мужикам.",Небо и звезды
"Кудри в речку опустила И о чём-то загрустила, А о чём грустит, никому не говорит.",Ива
Зимой и летом - одним цветом.,"Ель, Ёлка"
"Золотое решето Черных домиков полно. Сколько черненьких домков, Столько беленьких жильцов.",Подсолнух
"Пока дети - каждый в берете, Повзрослели - шляпы надели.",Грибы
"Стоит красавица - Всем нравится. Платье потерялось, А пуговицы остались.",Черемуха
"Сижу на дереве: Красная, как кровь, Круглая, как шар, Вкусная, как мед.",Вишня
"Было зеленое платье - атласное, Нет, не понравилось выбрала красное, Но надоело также и это Платье надела синего цвета.",Слива
"Ее тянут бабка с внучкой, Кошка, дед и мышка с Жучкой.",Репка
"Я длинный и зеленый, вкусен я соленый, Вкусен и сырой. Кто же я такой?",Огурец
"Зеленая толстуха Надела уйму юбок, Стоит теперь на грядке Как балерина в пачке.",Капуста
"Не шит, не кроен, А весь в рубцах; Без счету одежек, А все без застежек.",Кочан Капусты
"Я - хозяйка огорода: Круглая, большая. Буду приносить я вам Рекорды урожая.",Тыква
"Стоит домик на поляне, Кто на этот домик глянет, Тот окошки разглядит: Два окошка, в них темно, В доме спать легли давно.",Нос
"Всю жизнь друг друга догоняют, а обогнать не могут.",Ноги
Полно корыто Гусей-лебедей намыто.,Зубы
"Не мёд, а ко всему льнёт.",Глаза
"Два соседа-непоседы, день на работе, ночь на отдыхе.",Глаза
"Бел, как снег, В чести у всех. В рот попал - Там и пропал.",Сахар
"Прозрачный дом, И кто это в нем - Не лягушки, а зеленые, Не а морской воде, а соленые?",Соленые огурчики
Построили хлевец Для пятерых овец.,Варежки
"Вязаным корытом Горка накрыта, Круглая горка Спряталась в норке, Лес на горке стих Да к земле приник, Горка под корытом От холода укрыта. Ты эту тайну разгадай Да корыто опознай!",Шапка
Каким инструментом можно щи хлебать?,Ложка
Мальчик с гусями летал в поднебесье. Как мальчика звали? Скажите все вместе!,Нильс
"Она красива и мила, Имя ее от слова «зола».",Золушка
"Явился в желтой шубке: Прощайте, две скорлупки!",Цыпленок
"В лесу темно, Все спят давно. Одна птица не спит: На суку сидит, Мышей сторожит.",Сова
"Белая, как снег, Сладкая, как конфета, На палочке, как чупа-чупс.",Сладкая вата
"Не пароход, а ползет, не змея, а шипит, не печка, а горячий.",Утюг
"Целый день стальной рукою Богатырь каналы роет. Чтоб вода пошла, бурля. На засохшие поля.",Экскаватор
"Кто, скажите, по лесам Ходит, кланяясь грибам?",Грибник
"Жесткая, грызучая, Дырявая, колючая: Что на спину ей положат, Все она тотчас изгложет.",Терка
"Он в походе очень нужен, Он с кострами очень дружен. Можно в нем уху сварить, Чай и кофе вскипятить.",Котелок
"Метка на детали риска, С буквой «И», - «Кис-кис» - … .",Ириска
"Громкий ОР и рыбы ЛОВ - Есть Екатерины граф, … .",Орлов
"Соединились «БАК» и лага, Итог - походная … .",Баклага
На странице букваря Тридцать три богатыря. Мудрецов-богатырей Знает каждый грамотей.,Буквы
"Без весла не обойдёшься, Если спортом тем займёшься. А как занятие зовут, Где в лодке к финишу плывут?",гребля
"Сначала его в центрифуге крутили, А после в тяжёлый скафандр нарядили. Отправился он полетать среди звёзд. Я тоже хочу! Говорят, не дорос.",Космонавт
"Поезд быстро-быстро мчится! Чтоб несчастью не случиться, Закрываю переезд – Запрещен машинам въезд!",Шлагбаум
"Два кружочка рядом встали - Что за дивные очки? Поверни хоть вверх ногами, Одинаковы они!",восемь
"Почитай годков, так триста - Это город на Неве Пётр воздвиг его как пристань, Сделав память о себе.",Санкт-Петербург
"Из шести спичек, две из которых разломаны пополам, требуется составить 3 равных квадрата.",на рисунке
"Много пристрастий, привычек, Как назовем коллекциониста спичек?",филуминист
Решил отстаивать права Восставших гладиаторов глава.,Спартак
"Жил в бутылке много лет, Наконец увидел свет. Мальчик Волька -вот спаситель! У него есть покровитель - Незнакомец вырвет волос, Приглушит рукою голос, И тотчас вопрос любой Разрешится сам собой.",Старик Хоттабыч
"На вОроте колодца висит, Студеной водой напоИт",Ведро
"Он неряхе-замарахе Щеткой, мылом угрожал До того, что мальчик в страхе Вон из дома убежал.",Мойдодыр
"Пальцем тычок В ""мышкин"" бочок.",Клик
Тут подумать немного придется - Что общего у рубашки и у колодца?,Ворот
"Блюдо дрожит на тарелочке, Боится, что скушают девочки.",Желе
Поговорка верная та - Без него и дом сирота.,Хозяин
"Римский раб-гладиатор, Повстанцев тех лет агитатор.",Спартак
"Брат ежу, с большой прической, Он не знается с расческой.",Дикобраз
